ID	NAME	SECONDARY ID	FORMULA	MASS	SMILES	PDB ACCESSION
CHEBI:85278	17beta-hydroxyandrostan-3-one		C19H30O2	290.44030	C[C@]12CC[C@H]3[C@@H](CCC4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O		
CHEBI:85549	9alpha-hydroxyandrost-4-en-3,17-dione		C19H26O3	302.40790	C[C@]12CC[C@@]3(O)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O		
CHEBI:85575	3,17-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9-one		C19H26O3	302.40790	Cc1ccc(O)cc1CCC1[C@@H]2CCC(O)[C@@]2(C)CCC1=O		
CHEBI:85576	3,4,17-trihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9-one		C19H26O4	318.40730	Cc1ccc(O)c(O)c1CCC1[C@@H]2CCC(O)[C@@]2(C)CCC1=O		
CHEBI:85778	4beta-hydroxycholesterol		C27H46O2	402.65290	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:85779	4beta,7alpha-dihydroxycholesterol		C27H46O3	418.65230	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:85807	5alpha-androstane-3beta,7alpha,17beta-triol		C19H32O3	308.45560	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](O)C[C@H]1C[C@@H](O)CC[C@]31C		
CHEBI:85809	5alpha-androstane-3beta,6alpha,17beta-triol		C19H32O3	308.45560	C[C@]12CC[C@H]3[C@@H](C[C@H](O)[C@H]4C[C@@H](O)CC[C@]34C)[C@@H]1CC[C@@H]2O		
CHEBI:85810	androst-5-ene-3beta,7alpha,17beta-triol		C19H30O3	306.43970	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](O)C=C1C[C@@H](O)CC[C@]31C		
CHEBI:85816	(3beta,5alpha,7alpha)-3,7-dihydroxyandrostan-17-one		C19H30O3	306.43970	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)C[C@H]1C[C@@H](O)CC[C@]31C		
CHEBI:85899	4-pregnen-3beta-ol-20-one		C21H32O2	316.47760	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:85903	4-pregnen-3beta,20alpha-diol		C21H34O2	318.49350	C[C@H](O)[C@H]1CC[C@H]2[C@@H]3CCC4=C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:85910	9alpha-hydroxy-3-oxo-23,24-bisnorchol-4-en-22-oic acid		C22H32O4	360.48710	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(O)CC[C@]12C)C(O)=O		
CHEBI:85911	3-oxo-23,24-bisnorchola-1,4-dien-22-oic acid		C22H30O3	342.47180	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C)C(O)=O		
CHEBI:86074	(24S,25)-dihydroxycholesterol		C27H46O3	418.65230	C[C@H](CC[C@H](O)C(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86075	(24S,26)-dihydroxycholesterol		C27H46O3	418.65230	CC(CO)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86087	4beta,24S-dihydroxycholesterol		C27H46O3	418.65230	CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86113	(25R)-4beta,26-dihydroxycholesterol		C27H46O3	418.65230	C[C@@H](CO)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4[C@@H](O)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86131	5alpha-cholesta-8,14-dien-3beta-ol		C27H44O	384.63770	CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3		
CHEBI:86145	(7alpha,22R)-dihydroxycholesterol		C27H46O3	418.65230	CC(C)CC[C@@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86165	(24S,25S)-cholest-5-en-3beta,24,26-triol		C27H46O3	418.65230	C[C@@H](CO)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:86377	5beta-dihydroepitestosterone		C19H30O2	290.44030	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@H]2O		
CHEBI:86384	5beta-dihydrodeoxycorticosterone		C21H32O3	332.47700	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO		
CHEBI:86509	barogenin		C27H44O4	432.63590	C[C@H](CO)CCC(=O)[C@@H](C)[C@H]1C(=O)C[C@H]2[C@@H]3CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:87044	4,4-dimethyl-5alpha-cholest-8-en-3beta-ol	CHEBI:80173	C29H50O	414.70670	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3		
CHEBI:87045	4alpha-hydroxymethyl-4beta-methyl-5alpha-8-cholesten-3beta-ol		C29H50O2	430.70610	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3		
CHEBI:87046	4alpha-formyl-4beta-methyl-5alpha-8-cholesten-3beta-ol		C29H48O2	428.69020	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]1CC3		
CHEBI:87051	4alpha-methyl-5alpha-cholest-8-en-3beta-ol		C28H48O	400.68010	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3		
CHEBI:87053	4alpha-hydroxymethyl-5alpha-cholest-8-en-3beta-ol		C28H48O2	416.67950	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](CO)[C@@H]1CC3		
CHEBI:87054	4alpha-formyl-5alpha-cholest-8-en-3beta-ol		C28H46O2	414.66360	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C=O)[C@@H]1CC3		
CHEBI:87057	lanost-8-ene-3beta,30-diol		C30H52O2	444.73270	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3		
CHEBI:87262	estra-1(10),4-diene-2,3,17-trione		C18H20O3	284.34960	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C(=O)C=C34)[C@@H]1CCC2=O		
CHEBI:87263	estra-1,5(10)-diene-3,4,17-trione		C18H20O3	284.34960	C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(=O)C4=O)[C@@H]1CCC2=O		
CHEBI:87277	3beta-hydroxy-4beta-methyl-5alpha-cholest-8-ene-4alpha-carboxylic acid		C29H48O3	444.68960	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@](C)([C@@H]1CC3)C(O)=O		
CHEBI:87279	(22E,24S)-24-methylcholesta-5,7,14,22-tetraen-3beta-ol		C28H42O	394.63250	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CC=C2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:87287	4beta-methylzymosterol-4-carbaldehyde		C29H46O2	426.67430	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(C=O)[C@@H]1CC3		
CHEBI:87289	4alpha-hydroxymethyl-4beta-methylzymosterol		C29H48O2	428.69020	C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(CO)[C@@H]1CC3		
CHEBI:87293	3beta-hydroxy-5alpha-cholest-8-ene-4alpha-carboxylic acid		C28H46O3	430.66300	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@H]([C@@H]1CC3)C(O)=O		
CHEBI:87331	17beta-hydroxy-5beta-androst-1-en-3-one		C19H28O2	288.42440	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O		
CHEBI:87333	17beta-hydroxy-5beta-estran-3-one		C18H28O2	276.41370	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O		
CHEBI:87395	1alpha,2beta,25-trihydroxy vitamin D3		C27H44O4	432.63590	C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)[C@@H](O)[C@H](O)C1=C		
CHEBI:87476	(25R)-7alpha,26-dihydroxycholest-4-en-3-one		C27H44O3	416.637	[C@]12([C@]([C@]3([C@](CC1)([C@@]4(C(=CC(CC4)=O)C[C@H]3O)C)[H])[H])(CC[C@@]2([C@@H](CCC[C@@H](C)CO)C)[H])[H])C		
CHEBI:87538	16alpha-hydroxydehydroepiandrosterone 3-sulfate(1-)		C19H27O6S	383.481	C1[C@@]2([C@@]([C@@]3(C(C[C@@H](OS([O-])(=O)=O)CC3)=C1)C)(CC[C@]4([C@]2(C[C@H](C4=O)O)[H])C)[H])[H]		
CHEBI:87571	6beta-hydroxyandrost-4-ene-3,17-dione		C19H26O3	302.40790	C[C@]12CC[C@H]3[C@@H](C[C@@H](O)C4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O		
CHEBI:87593	15alpha-hydroxyestradiol		C18H24O3	288.382	C1=C2C(CC[C@]3([C@@]4([C@H](C[C@@H]([C@]4(CC[C@@]32[H])C)O)O)[H])[H])=CC(=C1)O		
CHEBI:87598	7alpha-hydroxyestradiol		C18H24O3	288.382	C1=C2C(C[C@H]([C@]3([C@@]4(CC[C@@H]([C@]4(CC[C@@]32[H])C)O)[H])[H])O)=CC(=C1)O		
CHEBI:87605	6alpha-hydroxyestrone		C18H22O3	286.36550	C[C@]12CC[C@H]3[C@@H](C[C@H](O)c4cc(O)ccc34)[C@@H]1CCC2=O		
CHEBI:87620	16beta-hydroxyestradiol		C18H24O3	288.382	C1=C2C(CC[C@]3([C@@]4(C[C@@H]([C@@H]([C@]4(CC[C@@]32[H])C)O)O)[H])[H])=CC(=C1)O		
CHEBI:87626	6beta-hydroxyestrone		C18H22O3	286.366	C1[C@]2([C@]3([C@@](C4=C(C=C(O)C=C4)[C@@H](C3)O)(CC[C@@]2(C(=O)C1)C)[H])[H])[H]		
CHEBI:87841	4-pregnen-20,21-diol-3-one		C21H32O3	332.478	C1[C@@]2([C@@]([C@@]3(C(C1)=CC(CC3)=O)C)(CC[C@@]4([C@@](CC[C@@]24[H])([H])C(CO)O)C)[H])[H]		
CHEBI:88730	5alpha-androstane-3beta,17beta-diol 3-O-(beta-D-glucuronide)		C25H40O8	468.587	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@@H](CC[C@]12C)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O		
CHEBI:89268	2-hydroxyestradiol 3-methyl ether		C19H26O3	302.409	C1=C2C(CC[C@]3([C@@]4(CC[C@@H]([C@]4(CC[C@@]32[H])C)O)[H])[H])=CC(=C1O)OC		
CHEBI:89417	5alpha-dihydrotestosterone 17-O-(beta-D-glucuronide)		C25H38O8	466.565	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@]2(CC(C1)=O)[H])[H])(CC[C@@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)O)O)O)O)[H])C)[H])C		
CHEBI:89524	epietiocholanolone		C19H30O2	290.441	[C@@H]1(CC[C@@]2([C@]3(CC[C@@]4(C(CC[C@]4([C@@]3(CC[C@@]2(C1)[H])[H])[H])=O)C)[H])C)O		
CHEBI:90690	U-73122		C29H40N2O3	464.641	C1=C2C(CC[C@]3([C@@]4(CC[C@@]([C@]4(CC[C@@]32[H])C)(NCCCCCCN5C(C=CC5=O)=O)[H])[H])[H])=CC(=C1)OC		
CHEBI:90931	NCS172285		C24H34F6O3	484.516	[C@@H](CC(O)(C(F)(F)F)C(F)(F)F)(O)[C@@]1([C@]2(CC[C@@]3([C@]4(CC[C@@H](CC4=CC[C@]3([C@@]2(CC1)[H])[H])O)C)[H])C)[H]		
CHEBI:90970	1alpha,23(S),25-trihydroxyvitamin D3		C27H44O4	432.637	C1[C@]2([C@](/C(=C/C=C/3\C([C@H](C[C@@H](C3)O)O)=C)/CC1)(CC[C@@]2([C@H](C)C[C@@H](CC(C)(C)O)O)[H])[H])C		
CHEBI:90983	(20S)-hydroxyvitamin D3		C27H44O2	400.638	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CCCC(C)C)O)[H])[H])C		
CHEBI:90984	20(S),25-dihydroxyvitamin D3		C27H44O3	416.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CCCC(C)(C)O)O)[H])[H])C		
CHEBI:90985	(20S,24R)-dihydroxyvitamin D3		C27H44O3	416.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CC[C@H](C(C)C)O)O)[H])[H])C		
CHEBI:90986	(20S,24S)-dihydroxyvitamin D3		C27H44O3	416.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CC[C@@H](C(C)C)O)O)[H])[H])C		
CHEBI:91006	2alpha-(3-hydroxypropyl)-1alpha,25-dihydroxy-19-norvitamin D3		C29H50O4	462.706	C1[C@]2([C@](/C(=C/C=C/3\C[C@H]([C@@H]([C@@H](C3)O)CCCO)O)/CC1)(CC[C@@]2([C@H](C)CCCC(C)(C)O)[H])[H])C		
CHEBI:91306	(20S,23)-dihydroxyvitamin D3		C27H44O3	416.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CC(CC(C)C)O)O)[H])[H])C		
CHEBI:91307	(20S,23,24)-trihydroxyvitamin D3		C27H44O4	432.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CC(C(C(C)C)O)O)O)[H])[H])C		
CHEBI:91308	(20S,23,25)-trihydroxyvitamin D3		C27H44O4	432.637	C1[C@]2([C@](/C(=C/C=C/3\C(CC[C@@H](C3)O)=C)/CC1)(CC[C@@]2([C@](C)(CC(CC(C)(C)O)O)O)[H])[H])C		
CHEBI:131190	androsta-1,4,6-triene-3,17-dione		C19H22O2	282.377	C=1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(C=CC2=CC(C1)=O)[H])(CCC4=O)[H])C)[H])C		
CHEBI:131494	5,6-dehydrotomatine		C50H81NO21	1032.174	O([C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O[C@H]3[C@@H]([C@H]([C@@H](CO3)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)[C@@H]5CC6=CC[C@@]7([C@](CC[C@]8([C@]7(C[C@]9([C@@]8([C@@H]([C@@]%10(NC[C@H](CC%10)C)O9)C)[H])[H])[H])C)([C@]6(CC5)C)[H])[H]		
CHEBI:131594	3alpha,7alpha-dihydroxy-5beta-cholane-24-sulfonic acid		C24H42O5S	442.654	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3([C@@H](C[C@@]2(C[C@@H](C1)O)[H])O)[H])(CC[C@@]4([C@@H](CCCS(O)(=O)=O)C)[H])[H])C)[H])C		
CHEBI:132358	1alpha-hydroxytestosterone		C19H28O3	304.425	C1C2=CC(C[C@@H]([C@@]2([C@]3(CC[C@]4([C@]([C@@]3(C1)[H])(CC[C@@H]4O)[H])C)[H])C)O)=O		
CHEBI:132620	6alpha-hydroxycholestanol		C27H48O2	404.670	[C@]12([C@]([C@]3([C@](CC1)([C@@]4([C@](C[C@H](CC4)O)([C@H](C3)O)[H])C)[H])[H])(CC[C@@]2([C@@](CCCC(C)C)(C)[H])[H])[H])C		
CHEBI:132823	clionasterol		C29H50O	414.708	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)O)[H])(CC[C@@]4([C@H](C)CC[C@@H](C(C)C)CC)[H])[H])C)[H])C		
CHEBI:133000	pregnenolone sulfate(1-)		C21H31O5S	395.535	C1[C@@]2([C@]3(CC[C@]4(C)[C@@H](C(C)=O)CC[C@]4([C@@]3(CC=C2C[C@H](C1)OS([O-])(=O)=O)[H])[H])[H])C		
CHEBI:133101	5alpha-androstane-3alpha,17beta-diol disulfate		C19H32O8S2	452.585	C1[C@@]2([C@@]([C@@]3([C@](C[C@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4([C@H](CC[C@@]24[H])OS(O)(=O)=O)C)[H])[H]		
CHEBI:133112	5alpha-androstane-3beta,17alpha-diol disulfate		C19H32O8S2	452.585	C1[C@@]2([C@@]([C@@]3([C@](C[C@@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4([C@@H](CC[C@@]24[H])OS(O)(=O)=O)C)[H])[H]		
CHEBI:133115	5alpha-androstane-3beta,17beta-diol disulfate		C19H32O8S2	452.585	C1[C@@]2([C@@]([C@@]3([C@](C[C@@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4([C@H](CC[C@@]24[H])OS(O)(=O)=O)C)[H])[H]		
CHEBI:133119	5alpha-pregnane-3beta,20alpha-diol disulfate		C21H36O8S2	480.639	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@]2(C[C@H](C1)OS(O)(=O)=O)[H])[H])(CC[C@]4([H])[C@@H](OS(O)(=O)=O)C)[H])C)[H])C		
CHEBI:133124	4-androstene-3beta,17beta-diol disulfate		C19H30O8S2	450.570	C1[C@@]2([C@@]([C@@]3(C(=C[C@@H](OS(O)(=O)=O)CC3)C1)C)(CC[C@@]4([C@H](CC[C@@]24[H])OS(O)(=O)=O)C)[H])[H]		
CHEBI:133461	26-hydroxybrassinolide		C28H48O7	496.678	C1[C@]2([C@]3([H])COC([C@@]4([C@@]([C@]3(CC[C@@]2([C@](C1)([C@@H]([C@H]([C@@H]([C@H](C(C)CO)C)O)O)C)[H])C)[H])(C[C@H]([C@H](C4)O)O)C)[H])=O)[H]		
CHEBI:133464	5alpha-pregnane-3,20beta-diol disulfate		C21H36O8S2	480.639	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@]2(CC(C1)OS(O)(=O)=O)[H])[H])(CC[C@]4([H])[C@H](OS(O)(=O)=O)C)[H])C)[H])C		
CHEBI:133504	etiocholanolone 3-glucuronide		C25H38O8	466.565	C1[C@]2([C@]([C@]3([C@@](C(CC3)=O)(C1)C)[H])(CC[C@]4([C@@]2(CC[C@@H](C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(O)=O)O)O)O)C)[H])[H])[H]		
CHEBI:133517	5alpha-androstane-3alpha,17beta-diol 17-glucosiduronic acid		C25H40O8	468.581	O1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1O[C@@H]2[C@@]3([C@]([C@]4([C@](CC3)([C@@]5([C@](C[C@@H](CC5)O)(CC4)[H])C)[H])[H])(CC2)[H])C)O)O)O)C(O)=O		
CHEBI:133695	21-hydroxypregnenolone disulfate		C21H32O9S2	492.606	C1[C@@]2([C@]3(CC[C@]4(C)[C@](CC[C@]4([C@@]3(CC=C2C[C@H](C1)OS(O)(=O)=O)[H])[H])(C(COS(O)(=O)=O)=O)[H])[H])C		
CHEBI:133778	1alpha-hydroxyandrost-4-ene-3,17-dione		C19H26O3	302.409	[C@@H]1(CC(C=C2[C@]1([C@@]3([C@@](CC2)([C@]4([C@](CC3)(C(CC4)=O)C)[H])[H])[H])C)=O)O		
CHEBI:133930	5alpha-androst-1-ene-3,17-dione		C19H26O2	286.409	C1C[C@@]2([C@@]([C@@]3([C@@]1(CC(C=C3)=O)[H])C)(CC[C@@]4(C(=O)CC[C@@]24[H])C)[H])[H]		
CHEBI:134508	asparagoside F		C50H82O22	1035.175	[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O[C@@H]2C[C@@]3([C@](CC2)([C@]4(CC[C@]5([C@]([C@@]4(CC3)[H])(C[C@]6([C@@]5([C@@H]([C@]7(O6)CC[C@@H](CO7)C)C)[H])[H])[H])C)[H])C)[H])CO)O[C@@H]8O[C@@H]([C@H]([C@@H]([C@H]8O)O)O[C@H]9[C@@H]([C@H]([C@@H](CO9)O)O)O)CO)O[C@@H]%10O[C@@H]([C@H]([C@@H]([C@H]%10O)O)O)CO		
CHEBI:136486	3-dehydro-4alpha-methylzymosterol		C28H44O	396.649	C1[C@@]2(C=3CC[C@]4([C@](C3CC[C@]2([C@@H](C(C1)=O)C)[H])(CC[C@@]4([C@@H](CCC=C(C)C)C)[H])[H])C)C		
CHEBI:136566	(24S)-hydroxycholesterol 24-sulfate(1-)		C27H45O5S	481.710	[C@@]12([C@]3([C@](CC[C@@]1([C@@]4(C(C[C@H](CC4)O)=CC2)C)[H])([C@](CC3)([C@H](C)CC[C@@H](C(C)C)OS([O-])(=O)=O)[H])C)[H])[H]		
CHEBI:136567	(24S)-hydroxycholesterol 3-sulfate(1-)		C27H45O5S	481.710	[C@@]12([C@]3([C@](CC[C@@]1([C@@]4(C(C[C@H](CC4)OS([O-])(=O)=O)=CC2)C)[H])([C@](CC3)([C@H](C)CC[C@@H](C(C)C)O)[H])C)[H])[H]		
CHEBI:136568	(24S)-hydroxycholesterol 3,24-disulfate(2-)		C27H44O8S2	560.767	[C@@]12([C@]3([C@](CC[C@@]1([C@@]4(C(C[C@H](CC4)OS([O-])(=O)=O)=CC2)C)[H])([C@](CC3)([C@H](C)CC[C@@H](C(C)C)OS([O-])(=O)=O)[H])C)[H])[H]		
CHEBI:136579	cholesterol sulfate(1-)		C27H45O4S	465.711	O(S([O-])(=O)=O)[C@@H]1CC=2[C@]([C@]3(CC[C@]4([C@]([C@@]3(CC2)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])(C)CC1		
CHEBI:136582	17beta-estradiol 3-sulfate(1-)		C18H23O5S	351.439	C1=C2C(CC[C@]3([C@@]4(CC[C@@H]([C@]4(CC[C@@]32[H])C)O)[H])[H])=CC(=C1)OS([O-])(=O)=O		
CHEBI:136585	2-hydroxy-17beta-estradiol 3-sulfate		C18H24O6S	368.446	C1[C@]2([C@]3([C@@](C4=C(C=C(OS(O)(=O)=O)C(=C4)O)CC3)(CC[C@@]2([C@@H](O)C1)C)[H])[H])[H]		
CHEBI:136600	17alpha-ethynylestradiol 3-sulfate		C20H24O5S	376.468	C1=C(OS(O)(=O)=O)C=CC2=C1CC[C@]3([C@@]4(CC[C@]([C@]4(CC[C@@]32[H])C)(C#C)O)[H])[H]		
CHEBI:136634	estrone 3-O-(beta-D-glucuronide)(1-)		C24H29O8	445.483	C1[C@]2([C@]3([C@@](C4=C(C=C(O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O)C=C4)CC3)(CC[C@@]2(C(=O)C1)C)[H])[H])[H]		
CHEBI:136635	16alpha-hydroxyestrone 3-O-(beta-D-glucuronide)(1-)		C24H29O9	461.483	C1[C@]2([C@]3([C@@](C4=C(CC3)C=C(C=C4)O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)C([O-])=O)(CC[C@@]2(C(=O)[C@@H]1O)C)[H])[H])[H]		
CHEBI:136636	16alpha-hydroxyestrone 16-O-(beta-D-glucuronide)(1-)		C24H29O9	461.483	C1[C@]2([C@]3([C@@](C4=C(C=C(O)C=C4)CC3)(CC[C@@]2(C(=O)[C@@H]1O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)C([O-])=O)C)[H])[H])[H]		
CHEBI:136639	testosterone 17-O-(beta-D-glucuronide)(1-)		C25H35O8	463.542	[C@@]12([C@@]([C@@]3(C(CC1)=CC(CC3)=O)C)(CC[C@]4(C)[C@H](CC[C@@]24[H])O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)C([O-])=O)[H])[H]		
CHEBI:136641	17beta-estradiol 3-O-(beta-D-glucuronide)(1-)		C24H31O8	447.499	O([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C([O-])=O)O)O)O)C2=CC3=C([C@@]4([C@]([C@]5([C@@]([C@@H](O)CC5)(CC4)C)[H])(CC3)[H])[H])C=C2		
CHEBI:136650	estriol 16-O-(beta-D-glucuronide)(1-)		C24H31O9	463.498	C1[C@]2([C@]3([C@@](C4=C(C=C(O)C=C4)CC3)(CC[C@@]2([C@@H](O)[C@@H]1O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)C([O-])=O)C)[H])[H])[H]		
CHEBI:136673	epitestosterone 17-O-(beta-D-glucuronide)(1-)		C25H35O8	463.542	[C@@]12([C@@]([C@@]3(C(CC1)=CC(CC3)=O)C)(CC[C@]4(C)[C@@H](CC[C@@]24[H])O[C@@H]5O[C@@H]([C@H]([C@@H]([C@H]5O)O)O)C([O-])=O)[H])[H]		
CHEBI:136724	1beta-hydroxydeoxycholic acid		C24H40O5	408.572	[C@@H]1([C@@]2([C@]3(C[C@@H]([C@]4([C@]([C@@]3(CC[C@@]2(C[C@@H](C1)O)[H])[H])(CC[C@]4([H])[C@@H](CCC(O)=O)C)[H])C)O)[H])C)O		
CHEBI:136770	26,27-dehydrozymosterol		C27H42O	382.623	C1[C@@]2(C=3CC[C@]4([C@](C3CC[C@]2(C[C@H](C1)O)[H])(CC[C@@]4([C@@H](CCC=C5CC5)C)[H])[H])C)C		
CHEBI:136914	5alpha-dihydrotestosterone 17-O-(beta-D-glucuronide)(1-)		C25H37O8	465.557	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC[C@]2(CC(C1)=O)[H])[H])(CC[C@@H]4O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O)[H])C)[H])C		
